CustomerID,isFraud,Value,Time,Max_Dist_Nat,Date,CountryISOCode,BusinessChannel,WeekDay,MonthDay,VincDate,VincOffice,Gender,Segment,Age,Income,Expenditures,VisitedCountries,Dist_Sum_Int,Dist_Mean_Int,Dist_Max_Int,NatVisitedCities,Dist_Mean_Nat,Dist_Today,Dist_Sum_Nat
9000000076,0,30.7,12,151.4,20150501,US,POS,5,1,20120531,331,M,Personal Plus,27,2000.0,571.4,2,3962.4844,2828.74346,2828.74346,7,43.5,2828.7,1392.7
9000000077,0,30.7,12,151.4,20150501,US,POS,5,1,20120531,331,M,Personal Plus,27,2000.0,571.4,2,3962.4844,2828.74346,2828.74346,7,43.5,2828.7,1392.7
9000000078,0,30.9,16,0.6,20150527,US,POS,3,27,20060330,86,F,Personal Plus,26,2000.0,1285.7,1,,,,1,,2828.7,0.6
9000000079,0,3.1,18,0.6,20150519,US,MCI,2,19,20010831,549,F,Personal,22,200.0,0.0,2,2828.74346,2828.74346,2828.74346,1,,2828.7,0.6
9000000080,0,30.9,20,409.6,20150521,US,MCI,4,21,20011022,230,F,Personal Plus,25,628.6,0.0,1,,,,5,63.6,2828.7,1526.7
9000000081,0,31.2,10,15.5,20150514,US,POS,4,14,20050620,505,F,Personal Plus,27,857.1,142.9,2,211.445686,15.722843,15.722843,4,1.9,2828.7,295.3
9000000082,0,31.4,14,189.1,20150520,US,POS,3,20,20070613,265,F,Personal Plus,27,600.0,142.9,3,3933.93691,3575.54284,4882.4364,3,122.3,2828.7,1957.5
9000000083,0,315.8,23,455.5,20150520,US,MCI,3,20,20080617,32,F,Personal Plus,22,1142.9,571.4,3,29827.55664,3314.172269,5254.11381,4,146.7,2828.7,196.6
9000000084,0,32.4,15,461.0,20150502,PA,POS,6,2,20080723,690,M,Personal Plus,28,923.8,142.9,1,,,,5,177.7,648.7,165.6
9000000085,0,32.4,15,461.0,20150502,PA,POS,6,2,20080723,690,M,Personal Plus,28,923.8,142.9,1,,,,5,177.7,648.7,165.6
9000000086,0,32.6,23,434.0,20150515,US,MCI,5,15,20040823,767,F,Personal Plus,28,1142.9,571.4,1,,,,4,364.7,2828.7,2552.6
9000000087,0,33.1,14,461.0,20150502,PA,POS,6,2,20080723,690,M,Personal Plus,28,923.8,142.9,1,,,,5,177.7,648.7,165.6
9000000088,0,3.4,19,0.6,20150511,US,POS,1,11,20121227,230,F,Personal,19,85.7,0.0,1,,,,1,,2828.7,0.6
9000000089,0,342.3,18,0.6,20150509,US,ATM_INT,6,9,20001215,829,F,Personal,24,257.1,171.4,2,2828.74346,2828.74346,2828.74346,1,,2828.7,0.6
9000000090,1,34.2,14,409.6,20150526,CR,ATM_INT,2,26,20080409,210,M,Personal Plus,29,600.0,88.6,2,5353.759926,2676.879963,2676.879963,5,212.8,921.9,172.4
9000000091,1,343.1,23,409.6,20150508,PA,ATM_INT,5,8,20030321,443,F,Emprendedor,27,1142.9,571.4,3,6954.81347,1738.7337,2828.74346,4,263.9,648.7,1319.6
9000000092,1,34.4,14,286.6,20150504,EC,ATM_INT,1,4,20100107,82,F,Personal Plus,22,285.7,257.1,2,2828.74346,2828.74346,2828.74346,6,71.8,562.2,14.9
9000000093,1,345.0,23,0.6,20150513,US,ATM_INT,3,13,20090723,4,F,Personal Plus,27,628.6,0.0,2,5657.48692,2828.74346,2828.74346,1,,2828.7,0.6
9000000094,1,345.5,17,369.6,20150515,US,ATM_INT,5,15,20050415,716,M,Personal Plus,29,1612.5,142.9,1,,,,5,18.2,2828.7,1261.3
9000000095,0,34.6,20,442.2,20150524,US,MCI,0,24,20080717,442,F,Personal Plus,26,714.3,142.9,2,211.445686,15.722843,15.722843,4,327.2,2828.7,2617.2
9000000096,0,347.8,15,515.6,20150506,US,ATM_INT,3,6,20131011,337,F,Personal Plus,26,506.0,171.4,1,,,,3,478.4,2828.7,956.7
9000000097,0,34.8,13,29.9,20150525,PA,POS,1,25,20101111,40,F,Personal Plus,25,828.6,200.0,1,,,,2,29.9,648.7,59.9
9000000098,0,35.1,22,605.2,20150526,AR,POS,2,26,20101006,19,M,Personal Plus,28,1606.8,142.9,2,11314.97384,2828.74346,2828.74346,8,89.3,2676.9,416.5
9000000099,1,359.1,18,151.4,20150513,US,ATM_INT,3,13,20120221,1,M,Personal Plus,22,514.3,28.6,2,1124.448532,562.2242658,562.2242658,7,7.9,2828.7,1348.0
9000000100,1,365.9,1,455.5,20150531,CR,ATM_INT,0,31,20121227,180,F,Personal Plus,27,914.3,285.7,2,1472.995141,1472.995141,1472.995141,5,23.9,921.9,1847.2
9000000101,1,36.8,13,409.6,20150501,US,ATM_INT,5,1,20120306,392,M,Personal Plus,29,342.9,342.9,1,,,,6,295.1,2828.7,3246.3
9000000102,0,36.9,23,16.5,20150519,US,MCI,2,19,20101021,8,M,Personal Plus,25,600.0,114.3,1,,,,3,14.2,2828.7,312.5
9000000103,0,369.6,13,76.8,20150527,US,ATM_INT,3,27,20131106,54,F,Personal,22,57.1,57.1,1,,,,2,76.9,2828.7,153.6
9000000104,0,369.6,21,381.5,20150503,US,MCI,0,3,20100825,767,M,Personal Plus,26,3571.4,142.9,2,11314.97384,2828.74346,2828.74346,4,184.8,2981.5,738.8
9000000105,0,37.3,10,205.4,20150503,US,POS,0,3,20110210,21,F,Personal Plus,31,505.7,100.0,2,1437.632,2395.1668,2395.1668,7,89.1,3472.9,1961.2
9000000106,0,37.3,10,205.4,20150503,US,POS,0,3,20110210,21,F,Personal Plus,31,505.7,100.0,2,1437.632,2395.1668,2395.1668,7,89.1,3472.9,1961.2
9000000107,1,373.3,18,455.5,20150515,US,ATM_INT,5,15,20131003,172,M,Personal Plus,29,619.1,171.4,1,,,,4,22.9,2828.7,114.4
9000000108,0,38.3,0,189.1,20150530,US,MCI,6,30,20050719,586,M,Personal Plus,28,2428.6,571.4,5,2644.686,2644.9345,4742.919458,4,93.5,2828.7,56.7
9000000109,1,384.3,22,113.0,20150527,US,MCI,3,27,20120515,59,F,Personal Plus,27,1049.2,142.9,1,,,,3,65.8,2828.7,26.3
9000000110,1,384.3,22,113.0,20150527,US,MCI,3,27,20120515,59,F,Personal Plus,27,1049.2,142.9,1,,,,3,65.8,2828.7,26.3
9000000111,0,38.4,5,411.6,20150529,US,MCI,5,29,20110208,434,F,Personal Plus,25,857.1,200.0,2,2828.74346,2828.74346,2828.74346,3,396.6,2828.7,1586.2
9000000112,0,38.4,15,0.6,20150515,US,MCI,5,15,20110826,462,F,Personal,22,228.6,57.1,1,,,,1,,2828.7,0.6
9000000113,1,38.5,9,369.6,20150515,US,POS,5,15,20050415,716,M,Personal Plus,29,1612.5,142.9,1,,,,5,18.2,2828.7,1261.3
9000000114,0,39.6,6,7.5,20150517,PA,POS,0,17,19940429,275,F,Personal Plus,25,686.7,57.1,2,5657.48692,2828.74346,2828.74346,3,6.6,648.7,26.5
9000000115,1,40.1,12,369.6,20150515,US,POS,5,15,20050415,716,M,Personal Plus,29,1612.5,142.9,1,,,,5,18.2,2828.7,1261.3
9000000116,0,40.6,15,151.4,20150514,US,POS,4,14,20070122,310,F,Personal Plus,26,571.4,428.6,3,211.74394,251.46644,2828.74346,3,121.3,2828.7,66.5
9000000117,0,41.2,20,442.2,20150524,US,MCI,0,24,20080717,442,F,Personal Plus,26,714.3,142.9,2,211.445686,15.722843,15.722843,4,327.2,2828.7,2617.2
9000000118,0,41.2,17,690.4,20150525,US,POS,1,25,20100105,267,F,Personal Plus,26,1028.6,571.4,1,,,,5,368.2,2828.7,2945.3
9000000119,0,415.2,23,5.8,20150504,US,ATM_INT,1,4,20120628,436,F,Personal Plus,22,285.7,0.0,1,,,,2,5.8,2828.7,52.2
9000000120,0,415.2,19,14.5,20150501,US,ATM_INT,5,1,20130809,281,M,Personal,20,0.0,0.0,1,,,,2,14.5,2828.7,29.0
9000000121,0,41.5,12,44.0,20150520,US,POS,3,20,20110726,640,M,Personal Plus,27,685.7,428.6,1,,,,3,31.8,2828.7,127.1
9000000122,0,415.8,19,442.2,20150524,US,MCI,0,24,20080717,442,F,Personal Plus,26,714.3,142.9,2,211.445686,15.722843,15.722843,4,327.2,2828.7,2617.2
9000000123,0,416.0,17,0.6,20150505,US,ATM_INT,2,5,20140625,2,F,Personal,21,85.7,0.0,2,2828.74346,2828.74346,2828.74346,1,,2828.7,0.6
9000000124,0,417.6,18,0.6,20150518,US,ATM_INT,1,18,20120614,53,F,Personal,22,114.3,57.1,1,,,,1,,2828.7,0.6
9000000125,1,42.5,5,151.4,20150507,US,ATM_INT,4,7,20120223,272,M,Personal Plus,28,285.7,228.6,1,,,,2,151.4,2828.7,65.5
9000000126,1,42.5,5,189.1,20150507,US,ATM_INT,4,7,20121024,749,M,Personal Plus,24,1019.4,428.6,1,,,,3,18.7,2828.7,723.0
9000000127,0,42.8,11,27.8,20150503,US,POS,0,3,20070627,72,M,Personal Plus,26,566.9,228.6,1,,,,5,12.6,2828.7,137.6
9000000128,0,42.8,11,27.8,20150503,US,POS,0,3,20070627,72,M,Personal Plus,26,566.9,228.6,1,,,,5,12.6,2828.7,137.6
9000000129,0,4.3,18,46.2,20150524,US,MCI,0,24,20070424,226,M,Personal Plus,28,2288.0,857.1,2,5657.48692,2828.74346,2828.74346,2,46.2,2828.7,92.3
9000000130,0,43.2,11,173.8,20150515,US,POS,5,15,20110304,907,M,Personal Plus,24,571.4,0.0,5,16999.43455,2428.492425,4882.4364,5,89.9,2828.7,718.9
9000000131,1,43.2,18,409.6,20150509,US,ATM_INT,6,9,20020903,789,F,Personal Plus,20,800.0,628.6,2,5657.48692,2828.74346,2828.74346,3,85.7,2828.7,1885.1
9000000132,0,433.3,23,0.6,20150523,US,ATM_INT,6,23,20070411,783,F,Personal Plus,27,530.3,285.7,1,,,,1,,2828.7,0.6
9000000133,1,43.4,11,20.7,20150504,US,ATM_INT,1,4,20131019,678,M,Personal,23,228.6,0.0,1,,,,2,2.7,2828.7,41.3
9000000134,0,4.4,15,151.4,20150507,US,POS,4,7,20060405,113,M,Personal Plus,29,2628.6,685.7,3,7294.853791,1215.88965,235.112468,4,39.8,2828.7,359.0
9000000135,0,43.5,19,38.2,20150511,US,ATM_INT,1,11,,,,,,0.0,0.0,1,,,,2,38.2,2828.7,76.4
9000000136,0,4.4,5,455.5,20150520,US,MCI,3,20,20080617,32,F,Personal Plus,22,1142.9,571.4,3,29827.55664,3314.172269,5254.11381,4,146.7,2828.7,196.6
9000000137,1,44.0,13,0.6,20150523,US,ATM_INT,6,23,20150220,547,M,Emprendedor,20,1142.9,714.3,1,,,,1,,2828.7,0.6
9000000138,0,44.0,22,149.7,20150521,US,MCI,4,21,20070207,42,F,Personal Plus,27,714.3,228.6,2,8486.2338,2828.74346,2828.74346,2,149.7,2828.7,299.4
9000000139,0,44.1,21,434.0,20150515,US,MCI,5,15,20040823,767,F,Personal Plus,28,1142.9,571.4,1,,,,4,364.7,2828.7,2552.6
9000000140,0,44.1,22,409.6,20150521,US,MCI,4,21,20011022,230,F,Personal Plus,25,628.6,0.0,1,,,,5,63.6,2828.7,1526.7
9000000141,1,44.1,22,183.0,20150520,US,ATM_INT,3,20,20050730,777,M,Personal Plus,28,1013.3,328.6,1,,,,5,66.5,2828.7,665.3
9000000142,0,45.2,11,381.5,20150501,PA,POS,5,1,20070704,678,M,Personal Plus,28,1202.9,28.6,1,,,,7,29.5,648.7,1672.3
9000000143,0,45.2,11,381.5,20150501,PA,POS,5,1,20070704,678,M,Personal Plus,28,1202.9,28.6,1,,,,7,29.5,648.7,1672.3
9000000144,0,45.2,13,14.7,20150524,US,POS,0,24,20041230,438,M,PYME,26,17305.7,15770.4,1,,,,5,6.7,2828.7,173.1
9000000145,0,45.8,19,331.6,20150513,PA,POS,3,13,20060120,666,F,Personal Plus,28,480.0,499.1,2,5657.48692,2828.74346,2828.74346,5,157.8,648.7,199.6
9000000146,0,4.6,13,5.8,20150515,US,POS,5,15,,,,,,0.0,0.0,2,2828.74346,2828.74346,2828.74346,2,5.8,2828.7,5.8
9000000147,0,46.1,20,442.2,20150524,US,MCI,0,24,20080717,442,F,Personal Plus,26,714.3,142.9,2,211.445686,15.722843,15.722843,4,327.2,2828.7,2617.2
9000000148,0,46.4,20,409.6,20150521,US,MCI,4,21,20011022,230,F,Personal Plus,25,628.6,0.0,1,,,,5,63.6,2828.7,1526.7
9000000149,0,46.4,18,411.6,20150519,US,POS,2,19,20130510,442,F,Personal Plus,29,571.4,57.1,1,,,,2,411.6,2828.7,2469.4
9000000150,1,46.8,19,381.5,20150513,MX,ATM_INT,3,13,20120523,777,F,Emprendedor,28,914.3,57.1,1,,,,3,268.0,2395.2,162.5
9000000151,0,46.8,2,411.6,20150529,US,MCI,5,29,20110208,434,F,Personal Plus,25,857.1,200.0,2,2828.74346,2828.74346,2828.74346,3,396.6,2828.7,1586.2
9000000152,0,47.0,2,11.7,20150519,US,MCI,2,19,20110503,298,F,Personal Plus,24,474.5,28.6,1,,,,3,6.8,2828.7,81.4
9000000153,0,4.8,21,434.0,20150515,US,MCI,5,15,20040823,767,F,Personal Plus,28,1142.9,571.4,1,,,,4,364.7,2828.7,2552.6
9000000154,0,47.7,21,137.7,20150510,US,MCI,0,10,20041021,582,F,Personal Plus,20,685.7,171.4,1,,,,4,14.5,2828.7,522.3
9000000155,0,4.8,17,0.6,20150510,US,MCI,0,10,,,,,,0.0,0.0,2,11314.97384,2828.74346,2828.74346,1,,2828.7,0.6
9000000156,1,478.7,21,148.6,20150509,US,ATM_INT,6,9,,,,,,0.0,0.0,1,,,,3,67.6,2828.7,469.4
9000000157,0,48.2,11,381.5,20150501,PA,POS,5,1,20070704,678,M,Personal Plus,28,1202.9,28.6,1,,,,7,29.5,648.7,1672.3
9000000158,1,483.0,20,455.5,20150514,US,ATM_INT,4,14,20051126,230,M,Personal Plus,29,1285.7,571.4,1,,,,7,19.9,2828.7,1648.4
9000000159,1,48.7,22,756.6,20150521,GT,ATM_INT,4,21,20120530,84,F,Personal Plus,28,285.7,57.1,1,,,,3,454.0,1473.0,1815.9
9000000160,1,489.6,19,756.6,20150516,US,ATM_INT,6,16,20110120,193,M,Personal Plus,25,571.4,485.7,1,,,,2,756.6,2828.7,756.6
9000000161,1,489.6,16,248.3,20150516,US,ATM_INT,6,16,20121026,649,M,Personal,22,100.0,57.1,1,,,,3,92.4,2828.7,554.6
9000000162,0,49.2,23,442.2,20150524,US,POS,0,24,20080717,442,F,Personal Plus,26,714.3,142.9,2,211.445686,15.722843,15.722843,4,327.2,2828.7,2617.2
9000000163,0,5.0,17,81.8,20150521,US,POS,4,21,20140715,108,F,Personal Plus,26,1428.6,680.9,1,,,,3,6.1,2828.7,24.5
9000000164,0,496.0,2,357.1,20150515,US,MCI,5,15,20021029,850,F,Preferencial,27,85.7,85.7,1,,,,5,228.8,2828.7,161.6
9000000165,0,51.2,18,119.0,20150502,US,POS,6,2,20100125,298,F,Personal Plus,29,911.7,257.1,1,,,,4,51.8,2828.7,828.4
9000000166,0,51.2,18,119.0,20150502,US,POS,6,2,20100125,298,F,Personal Plus,29,911.7,257.1,1,,,,4,51.8,2828.7,828.4
9000000167,0,51.4,12,81.8,20150515,US,POS,5,15,20100315,693,F,Personal Plus,28,700.0,85.7,1,,,,4,34.3,2828.7,25.7
